manufacturer,erp_name,mapped_name
MAZDA,TC-SK82M,2
MAZDA,DAA-MS41S FLAIR CROSSOVER,FLAIR
MAZDA,FAMILIA DX,FAMILIA
MAZDA,ABA-SE3P,3
MAZDA,KK-WH38H,3
MAZDA,DBA-HBS36S CAROL,3
MAZDA,GD-DG52T,2
MAZDA,R - BFIP FAMILIA,FAMILIA
MAZDA,DBA-HB36S CAROL,3
MAZDA,BRJ4-RAC-MAZDA 3,3
MAZDA,HBD-DG64V,6
MAZDA,DBA-HB25S CAROL,2
MAZDA,DAA MJ44S(FLAIR),FLAIR
MAZDA,DAA-MM42S FLAIR,2
MAZDA,626 HB,2
MAZDA,TC-SK82T/BONGO,2
MAZDA,E-BG3P-CLOSED,3
MAZDA,KK-WG3AH,3
MAZDA,KF-SK22T TRUCK,2
MAZDA,EBD-DG16T,6
MAZDA,GBD-DG64V,6
MAZDA,KR-5KF2V,2
MAZDA,E2200,2
MAZDA,ABF-SKP2M BONGO,2
MAZDA,SCRU-LE-DG26V,2
MAZDA,UA-DY3W,3
MAZDA,MAZDA 3,3
MAZDA,GE-SK82V,2
MAZDA,KG-SY56L,6
MAZDA,EBD-DG16T SCRUM,6
MAZDA,RX 8 1.3A,RX
MAZDA,SD2AT,2
MAZDA,323 SA ABS,2
MAZDA,KR-SKF6V BONGO,6
MAZDA,KR-SKF2M,2
MAZDA,323,2
MAZDA,L-BF3V,3
MAZDA,HDB-DG64V SCRUM,6
MAZDA,DBA-HB36S,3
MAZDA,RX8 1.3M,RX
MAZDA,ABA-SE3P-RX8,RX
MAZDA,CX-5 KH43 RAC,3
MAZDA,E-BFTP FAMILIA,FAMILIA
MAZDA,323 SM ABS,2
MAZDA,DBTH RAU MAZDA 2,2
MAZDA,GE-SK82M,2
MAZDA,KK-WG67H TITAN,6
MAZDA,EBD-DG64V SCRUM,6
MAZDA,DAA-MM42S FLAIR WAGON,2
MAZDA,DAA-BYEFP AXELA,AXELA
MAZDA,ABF-SKP2T,2
MAZDA,ABF-SK82T,2
MAZDA,FLAIR XS DAA-MJ55S,FLAIR
MAZDA,GC-SK82V,2
MAZDA,KB - SD29T - H/B TRUCK,2
MAZDA,FLAIR,FLAIR
MAZDA,M-SD2AT,2
MAZDA,DBA-MS31S,3
MAZDA,RX8,RX
MAZDA,FAMILIA BG3P,3
MAZDA,UE-DG62V,2
MAZDA,TG-SK82V,2
MAZDA,DBF-SLP2T,2
MAZDA,FAMILIA GF-BJ5P,FAMILIA
MAZDA,KR-SKF2V-BONGO,2
MAZDA,ADF-SKF2M BONGO,2
MAZDA,KK-WG3AT,3
MAZDA,DAA-MS41S FLAIR,FLAIR
MAZDA,FAMILIA BF3P,3
MAZDA,ADF-SKF2T,2
MAZDA,DG64W,6
MAZDA,GF-BJ3P FAMILIA,3
MAZDA,ADF-SKF2V-BONGO,2
MAZDA,GC-SK82T,2
MAZDA,DBF-SLP2T BONGO,2
MAZDA,E2200 SE51,2
MAZDA,KK-WH63G,3
MAZDA,GF-DW5W-DEMIO,DEMIO
MAZDA,BONGO-KF-SK22T,2
MAZDA,L-BF3V FAMILIA,3
MAZDA,BG 46GLX,6
MAZDA,FAMILIA E-BG5P,FAMILIA
MAZDA,KB-SS28V,2
MAZDA,KR-5KF6V,6
MAZDA,DBA DE3FS-SEDAN,3
MAZDA,KG-SK22M,2
MAZDA,FAMILIA BJ5P,FAMILIA
MAZDA,LA-SE3P,3
MAZDA,MAZDA3 LUX,3
MAZDA,HBD-DG64V SCRUM VAN,6
MAZDA,TC-SK82T,2
MAZDA,6,6
MAZDA,ABF-SK82V,2
MAZDA,HBD-DG64V SCRUM,6
MAZDA,TC-SK82V BONGO,2
MAZDA,DBA-BL5FP AXELA,AXELA
MAZDA,KG-SK56T,6
MAZDA,626,2
MAZDA,FAMILIA XT,FAMILIA
MAZDA,SCRUM-GD-DG52T,2
MAZDA,323 5A ABS,2
MAZDA,FAMILIAR,FAMILIA
MAZDA,U-SR2AM,2
MAZDA,KR-SKF2V,2
MAZDA,BB5E-L-323L,2
MAZDA,GF-DW3W,3
MAZDA,MAZDA 2 DBTH-RAU,2
MAZDA,DEA-DE3FS,3
MAZDA,323 SA ABS-FAMILIA,2
MAZDA,DUMP TRUCK KC - WG 61 K,6
MAZDA,SS28VN,2
MAZDA,FAMILIA-LARJ5P,FAMILIA
MAZDA,KG-SK26T,2
MAZDA,UZ-HB23S,2
MAZDA,DBA-DE3FS DEMIO,3
MAZDA,DAA-MJ44S FLAIR,FLAIR
MAZDA,ADF-SKF6V BROWNY,6
MAZDA,KK-WH3HH,3
MICRO,MICRO TREND,TREND
MICRO,KYRON,KYRON
MICRO,PANDA,PANDA
MICRO,PANDA L.C 1.3,PANDA
MICRO,PANDA CROSS,PANDA
MICRO,MX 7 MARK II,MX 7
MICRO,PANDA L.C 1.0,PANDA
MICRO,REXTON270XDI,REXTON
MICRO,PANDA 1.0HI,PANDA
MICRO,PANDA 1.0,PANDA
MICRO,ACTYON SPORTS,ACTYON
MICRO,PANDA LC 1.0 STANDARD,PANDA
MICRO,KYRON 200XDI,KYRON
MICRO,EMGRAND 7,EMGRAND
MICRO,PANDA GB 1.0,PANDA
MICRO,PANDA GB 1.0 STANDARD,PANDA
MICRO,PANDA GS 1.0 STANDARD,PANDA
MICRO,PANDA GL,PANDA
MICRO,PANDA LC 1.0 - COMFORTABLE,PANDA
MICRO,PANDA 1.3GS,PANDA
MICRO,PANDA GS,PANDA
MICRO,PANDA 1.3,PANDA
MICRO,BAIC X25 ELITE 1.5,BAIC
MICRO,TIVOLI,TIVOLI
MICRO,PANDA 1.0 AUTO,PANDA
MICRO,PANDA CROSS 1.0 AUTO,PANDA
MICRO,SSANG YONG TIVOLI DLX HI-SPEC (PETROL),TIVOLI
MICRO,PANDA CROSS 1.0,PANDA
MICRO,SSANG YONG TIVOLI DLX (PETROL),TIVOLI
MICRO,BAIC X25,BAIC
MICRO,TREND,TREND
MICRO,PANDA AUTO,PANDA
MICRO,PANDA AMT,PANDA
MICRO,PANDA CROSS AMT,PANDA
MICRO,BAIC D20 COMFORT 1.5 SEDAN,BAIC
MICRO,PANDA LC 1.0 AMT-COMFORTABLE,PANDA
MICRO,PANDA CROSS 1.3,PANDA
MICRO,PANDA LC 1.0,PANDA
MICRO,PANDA LC 1.3,PANDA
MICRO,ACTYON SPORTS 200XDI,ACTYON
MICRO,REXTON 270 XDI,REXTON
MICRO,MX7 II,MX 7
MITSUBISHI,LANCER,LANCER
MITSUBISHI,MONTERO,MONTERO
MITSUBISHI,GALANT,GALANT
MITSUBISHI,LANCER CB8,LANCER
MITSUBISHI,LANCER CK2,LANCER
MITSUBISHI,LANCER GL,LANCER
MITSUBISHI,GA-PA3V(DELICA),DELICA
MITSUBISHI,TC-SK82TM DELICA,DELICA
MITSUBISHI,GC-SK82VM DELICA,DELICA
MITSUBISHI,E-C62A-LANCER,LANCER
MITSUBISHI,L200 DIAMOND DI-D,L200
MITSUBISHI,DELICA FREEZEER,DELICA
MITSUBISHI,LIBERO CB 1V,LIBERO
MITSUBISHI,MIRAGE,MIRAGE
MITSUBISHI,DELICA,DELICA
MITSUBISHI,DELICA GC-SK82V M,DELICA
MITSUBISHI,SHOGUN,SHOGUN
MITSUBISHI,LANCER GLX,LANCER
MITSUBISHI,RVR -GF -71W,RVR
MITSUBISHI,PAJERO IO,PAJERO
MITSUBISHI,L200 ANIMAL DI,L200
MITSUBISHI,ABF-SK82VM DELICA,DELICA
MITSUBISHI,L200 TROJAN,L200
MITSUBISHI,MIRAGE CKIA,MIRAGE
MITSUBISHI,LANCER CEDIA,LANCER
MITSUBISHI,KH4WGRPZR MONTERO,MONTERO
MITSUBISHI,L200 WARRIOR,L200
MITSUBISHI,STRADA,STRADA
MITSUBISHI,CBA-V93W PAJERO,PAJERO
MITSUBISHI,ATTRAGE,ATTRAGE
MITSUBISHI,CB3A LANCER,LANCER
MITSUBISHI,OUTLANDER 2.4L PETROL,OUTLANDER
MITSUBISHI,OUTLANDER,OUTLANDER
MITSUBISHI,RVR,RVR
MITSUBISHI,RVR-N28W,RVR
MITSUBISHI,PAJERO,PAJERO
MITSUBISHI,OUTLANDER DLA-GG2W,OUTLANDER
MITSUBISHI,PAJERO JR,PAJERO
MITSUBISHI,OUTLANDER PHEW,OUTLANDER
MITSUBISHI,MONTERO 3.2L GLS,MONTERO
MITSUBISHI,PO2 DELICA,DELICA
MITSUBISHI,OUTLANDER PHEV,OUTLANDER
MITSUBISHI,MONTERO V96WLNDFR,MONTERO
MITSUBISHI,L200,L200
MITSUBISHI,DELICA LO31PV,DELICA
MITSUBISHI,MONTERO V98WLYXZSR,MONTERO
MITSUBISHI,LANCER E-A172A,LANCER
MITSUBISHI,C11A MIRAGE,MIRAGE
MITSUBISHI,E-CB3A LANCER,LANCER
MITSUBISHI,LANCER C62ASNJR,LANCER
MITSUBISHI,J24R,J24
MITSUBISHI,KA4TNENMR L200,L200
MITSUBISHI,PAJERO L049,PAJERO
MITSUBISHI,A03AXTMHR-MIRAGE,MIRAGE
MITSUBISHI,KL3TJNHFR SPORTERO,SPORTERO
MITSUBISHI,LANCER C12V,LANCER
MITSUBISHI,LANCER C12A,LANCER
MITSUBISHI,CW5WXTSHZR OUTLANDER,OUTLANDER
MITSUBISHI,KD-N28WG(RVR),RVR
MITSUBISHI,MONTERO GLS,MONTERO
MITSUBISHI,C11A.LANCER,LANCER
MITSUBISHI,LANCER C11V,LANCER
MITSUBISHI,PAJERO 10 JEEP,PAJERO
MITSUBISHI,LANCER EVOLUTION,LANCER
MITSUBISHI,PAJERO L048,PAJERO
MITSUBISHI,SHOGUN WARRIOR GDI,SHOGUN
MITSUBISHI,V76WLRXFR MONTERO,MONTERO
MITSUBISHI,SHOGUN SG3 DI-D LWD AUTO,SHOGUN
MITSUBISHI,CY1ASRSHR LANCER EX,LANCER
MITSUBISHI,V93WLRXVQR MONTERO,MONTERO
MITSUBISHI,EK WAGON,EK WAGON
MITSUBISHI,L-C11V LANCER,LANCER
MITSUBISHI,L200-4WORK DI.D/C,L200
MITSUBISHI,DELICA LO38P,DELICA
MITSUBISHI,V93WLRXVR/MONTERO,MONTERO
MITSUBISHI,GALANT E52ASNHR,GALANT
MITSUBISHI,EK SPACE CUSTOM,EK SPACE
MITSUBISHI,LIBERO,LIBERO
MITSUBISHI,LANCER C11A,LANCER
MITSUBISHI,LANCER 1.6A,LANCER
MITSUBISHI,CS1ASNDER LANCER,LANCER
MITSUBISHI,LANCER CK2ASNIR,LANCER
MITSUBISHI,MONTERO JEEP,MONTERO
MITSUBISHI,DBA-B11W EK CUSTOM,EK CUSTOM
MITSUBISHI,DELICA L300,DELICA
MITSUBISHI,DBA-B11WEK WAGON,EK WAGON
MITSUBISHI,LANCER CB1 ASNMR,LANCER
MITSUBISHI,ECLIPSE CROSS AWD,ECLIPSE CROSS
MITSUBISHI,PAJERO JEEP,PAJERO
MITSUBISHI,V73WLRXVR MONTERO,MONTERO
MITSUBISHI,LANCER-A149V,LANCER
MITSUBISHI,ECLIPSE CROSS,ECLIPSE CROSS
MITSUBISHI,L200 ANIMAL,L200
MITSUBISHI,LANCER CS2 ASTHERID,LANCER
MITSUBISHI,XPANDER,XPANDER
MITSUBISHI,E-CB3A MIRAGE,MIRAGE
MITSUBISHI,TA-V75W PAJERO,PAJERO
MITSUBISHI,DELICA HO31P,DELICA
MITSUBISHI,DBA-B11A EK SPACE,EK SPACE
MITSUBISHI,PAJERO IO JEEP,PAJERO
MITSUBISHI,L200 SPORTERO,SPORTERO
MITSUBISHI,GF3WXTMGZR OUTLANDER,OUTLANDER
MITSUBISHI,OUTLANDER DLA-GG3W,OUTLANDER
MITSUBISHI,LANCER CK1ASNDR,LANCER
MITSUBISHI,LANCER CK1,LANCER
MITSUBISHI,V 78W-PAJERO,PAJERO
MITSUBISHI,GG2WXDHHZR OUTLANDER,OUTLANDER
MITSUBISHI,DBF-BVM20 DELICA,DELICA
MITSUBISHI,L200 ANIMAL DI-DD/C,L200
MITSUBISHI,LANCER CYZASRMHR,LANCER
MITSUBISHI,CHARIOT,CHARIOT
MITSUBISHI,CSIASNDER/LANCER,LANCER
MITSUBISHI,PAJERO NJEEP,PAJERO
MITSUBISHI,RVR-JEEP,RVR
MITSUBISHI,MONTERO IO JEEP,MONTERO
MITSUBISHI,LANCER CY2A,LANCER
MITSUBISHI,V93WLYXZSR MONTERO,MONTERO
MITSUBISHI,LANCER CS3,LANCER
MITSUBISHI,LANCER CB1,LANCER
MITSUBISHI,PAJERO V44,PAJERO
MITSUBISHI,KS3WGYMFR MONTERO,MONTERO
MITSUBISHI,L200(DOUBLE CAB),L200
MITSUBISHI,MONTERO IO,MONTERO
MITSUBISHI,DELICA-KC-P15V,DELICA
MITSUBISHI,LANCER-CK2ASNJR,LANCER
MITSUBISHI,DLA-GG2W OUTLANDER,OUTLANDER
MITSUBISHI,PAJERO V46,PAJERO
MITSUBISHI,L200 KB4TGJNHZRU,L200
MITSUBISHI,DELICA ADF-SKF2VM,DELICA
MITSUBISHI,A13ASTHHR-ATTRAGE,ATTRAGE
MITSUBISHI,LANCER CK2ASNJR,LANCER
MITSUBISHI,LANCER 1.3M,LANCER
MITSUBISHI,SEDIA SEDAN LANCER,LANCER
MITSUBISHI,V98WLYXZSR MONTERO,MONTERO
MITSUBISHI,LANCER.CK1ASNDR,LANCER
MITSUBISHI,CK2ASNJR LANCER,LANCER
MITSUBISHI,DBA-CS2A LANCER,LANCER
MITSUBISHI,L200 K34TJUNSR,L200
MITSUBISHI,V96W-MONTERO,MONTERO
MITSUBISHI,L200 DIAMOND,L200
MITSUBISHI,PAJERO JEEP LAV73W,PAJERO
MITSUBISHI,CS3ASRJER LANCER,LANCER
MITSUBISHI,L200 4 WORK,L200
MITSUBISHI,A03AXTHHR-MIRAGE,MIRAGE
MITSUBISHI,MONTERO SPORTS,MONTERO
MITSUBISHI,MONTERO V73,MONTERO
MITSUBISHI,MONTERO V76WLRXFR,MONTERO
MITSUBISHI,LANCER CS1,LANCER
MITSUBISHI,V46 PAJERO,PAJERO
MITSUBISHI,LANCER MX,LANCER
MITSUBISHI,PAJERO V98W,PAJERO
MITSUBISHI,V98WL YXZSR MONTERO,MONTERO
MITSUBISHI,LANSER,LANSERÂ 
NISSAN,SUNNY-FB15,SUNNY
NISSAN,MARCH,MARCH
NISSAN,BLUEBIRD,BLUEBIRD
NISSAN,SUNNY FB13,SUNNY
NISSAN,SUNNY FB14,SUNNY
NISSAN,SUNNY N16,SUNNY
NISSAN,SUNNY N17,SUNNY
NISSAN,MARCH K11,MARCH
NISSAN,MARCH AK12,MARCH
NISSAN,AD WAGON LY11,AD WAGON
NISSAN,AD WAGON LY12,AD WAGON
NISSAN,WINGROAD,WINGROAD
NISSAN,X-TRAIL,X-TRAIL
NISSAN,CARAVAN VRGE 24,CARAVAN
NISSAN,CARAVAN VPE25,CARAVAN
NISSAN,VANNET LD20,VANETTE
NISSAN,VANNET SK82,VANETTE
NISSAN,VANNET SK28,VANETTE
NISSAN,SERENA,SERENA
NISSAN,LARGO,VANETTE
NISSAN,CLIPPER BUDY VAN,CLIPPER
NISSAN,PETROL,PATROL
NISSAN,SUNNY,SUNNY
NISSAN,NAVARA,NAVARA
NISSAN,CLIPPER TRUCK,CLIPPER
NISSAN,CARAVAN VWGE 25,CARAVAN
NISSAN,SUNNY EX SALOON,SUNNY
NISSAN,CARAVAN KG-VWGE24,CARAVAN
NISSAN,VANETTE KR-SKF2MN,VANETTE
NISSAN,TC-SK82VN VANNETE,VANETTE
NISSAN,SUNNY CFAN16,SUNNY
NISSAN,SK82TN,VANETTE
NISSAN,VANETTE GA-SS88HN,VANETTE
NISSAN,GC-SK82VN,VANETTE
NISSAN,ADF-SKF2VN,VANETTE
NISSAN,CARAVAN,CARAVAN
NISSAN,GAV AJC23,VANETTE
NISSAN,TIIDA,TIIDA
NISSAN,VANETTE,VANETTE
NISSAN,SS28VN,VANETTE
NISSAN,VANETTE KR SKF2LN,VANETTE
NISSAN,CARAVAN VWME25,CARAVAN
NISSAN,PRIMERA,PRIMERA
NISSAN,MARCH DBA-AK12,MARCH
NISSAN,MARCH TA-K11,MARCH
NISSAN,E-B13-SUNNY,SUNNY
NISSAN,AD STATION WAGON,AD WAGON
NISSAN,CEFIRO,CEFIRO
NISSAN,TA-QGE25,CARAVAN
NISSAN,LC-VPE25,CARAVAN
NISSAN,KF-SK22VN,VANETTE
NISSAN,VVJC23,SERENA
NISSAN,ADF-CWMGE25,CARAVAN
NISSAN,S-VUJC22,VANETTE
NISSAN,VRGE24,CARAVAN
NISSAN,TIIDA LATIO,TIIDA
NISSAN,KJ-SK22VN,VANETTE
NISSAN,GE-VPE25-CARAVAN,CARAVAN
NISSAN,UA-FB15,SUNNY
NISSAN,KR-VWE25,CARAVAN
NISSAN,CARAVAN VX,CARAVAN
NISSAN,PRESEA,PRESEA
NISSAN,ADF-SKF2LN,VANETTE
NISSAN,SAFARI,PATROL
NISSAN,VRE24,CARAVAN
NISSAN,GBD-U71V,CLIPPER
NISSAN,GF-FB15,SUNNY
NISSAN,BROWNY-DOUBLE CAB,DOUBLE CAB
NISSAN,X-SB13,SUNNY
NISSAN,KG-SK22TN,VANETTE
NISSAN,SUNNY 1.5A,SUNNY
NISSAN,ADF-CWGE25,CARAVAN
NISSAN,AD WAGON UB-VY11,AD WAGON
NISSAN,GE-SK82MN VANETTE,VANETTE
NISSAN,E-B14,SUNNY
NISSAN,PULSAR,PULSAR
NISSAN,CARAVAN TA-QGE25,CARAVAN
NISSAN,PRESEA R10,PRESEA
NISSAN,CEFIRO 2308M,CEFIRO
NISSAN,CARAVAN VPE24,CARAVAN
NISSAN,VANETTE KF-SK22VN,VANETTE
NISSAN,E-B12SUNNY,SUNNY
NISSAN,CRGE24,CARAVAN
NISSAN,G8D-U71V CLIPPER,CLIPPER
NISSAN,VUJC22,VANETTE
NISSAN,SUNNY Q-5B13,SUNNY
NISSAN,KJ-SK22VW VANETTE,VANETTE
NISSAN,KJ-SK22VW VANETTE,VANETTE
NISSAN,KG-VWGE24,CARAVAN
NISSAN,KB-SS28MN,VANETTE
NISSAN,BHAB13-SUNNY,SUNNY
NISSAN,E-FB12-SUNNY,SUNNY
NISSAN,SILPHY TAFG 10,SYLPHY
NISSAN,ADF-VWE25-CARAVAN,CARAVAN
NISSAN,BCAB 13,SUNNY
NISSAN,U-CRGE24,CARAVAN
NISSAN,AD WAGON GJ-VFY11,AD WAGON
NISSAN,DBA - G11,SYLPHY
NISSAN,U-VRGE24,CARAVAN
NISSAN,E HB 12 SUNNY,SUNNY
NISSAN,DBA-AK12,MARCH
NISSAN,ABA-DR17W CLIPPER,CLIPPER
NISSAN,SUNNY,SUNNY
NISSAN,E-FB14,SUNNY
NISSAN,GE-VPE24,CARAVAN
NISSAN,GC-SK82TN,VANETTE
NISSAN,KF-SK22TN FREEZER,VANETTE
NISSAN,CARAVAN VTE24,CARAVAN
NISSAN,UVRE24,CARAVAN
NISSAN,KB-VVJC23,SERENA
NISSAN,WINGROAD TA WFY11,WINGROAD
NISSAN,KF-SK22LN,VANETTE
NISSAN,KG-CWGE24,CARAVAN
NISSAN,BCAB13 SUNNY,SUNNY
NISSAN,SUNNY EX SALOON KE-SB15,SUNNY
NISSAN,E-FB13-CLOSED,SUNNY
NISSAN,VANETTE DBF- VM20,VANETTE
NISSAN,R-VY10-SUNNY,SUNNY
NISSAN,SUNNY EX,SUNNY
NISSAN,KG VWE24,CARAVAN
NISSAN,KF-SK22TN,VANETTE
NISSAN,N-VRGE24,CARAVAN
NISSAN,SUNNY 1.5 M,SUNNY
NISSAN,VWMGE24-CARAVAN,CARAVAN
NISSAN,E-FN14,PULSAR
NISSAN,KG-DWGE25,CARAVAN
NISSAN,KG-DWGE24,CARAVAN
NISSAN,VUJNC22,VANETTE
NISSAN,SUNNY 1.6A,SUNNY
NISSAN,AD WAGON,AD WAGON
NISSAN,TC-SK82TN,VANETTE
NISSAN,E-FB13-SUNNY,SUNNY
NISSAN,KR-VWME25,CARAVAN
NISSAN,KQ-SKF2VN,VANETTE
NISSAN,R11,PRESEA
NISSAN,GF-QU14,BLUEBIRD
NISSAN,TA-AK11-MARCH,MARCH
NISSAN,SU14,BLUEBIRD
NISSAN,CBA-AK12,MARCH
NISSAN,VENETTE ADF SKF2TFN SINGLE CAB,VANETTE
NISSAN,UA-AK12,MARCH
NISSAN,VRMGE24,CARAVAN
NISSAN,TA-FB15,SUNNY
NISSAN,DBA SC11,TIIDA
NISSAN,GE-VPGE24,CARAVAN
NISSAN,TB- BVFY11,AD WAGON
NISSAN,HOMY VRGE24,CARAVAN
NISSAN,GA-SE88TN,VANETTE
NISSAN,KR-CWGE25-CARAVAN,CARAVAN
NISSAN,E-WY10,VANETTE
NISSAN,GA-SS88HN,VANETTE
NISSAN,SYLPHY TA-FG10,BLUEBIRD
NISSAN,SE88TN,VANETTE
NISSAN,KC-VRMGE24,CARAVAN
NISSAN,E-FN15,PULSAR
NISSAN,UA-QG10,BLUEBIRD
NISSAN,E-K10,MARCH
NISSAN,ARME24,CARAVAN
NISSAN,CARAVENE VYE24,CARAVAN
NISSAN,UA-WFY11,WINGROAD
NISSAN,SB 14,SUNNY
NISSAN,2WD DOUBLE CAB,DOUBLE CAB
NISSAN,KB-SE28TN,VANETTE
NISSAN,GH-K11,MARCH
NISSAN,UA-K12,MARCH
NISSAN,DRGE24,CARAVAN
NISSAN,Q-SN14,PULSAR
NISSAN,GC-CQGE25,CARAVAN
NISSAN,NAVARA D/C OUTLOW DC,NAVARA
NISSAN,VB 11,AD WAGON
NISSAN,CARAVAN ADF-CWGE25,CARAVAN
NISSAN,BLUEBERD SYLPHY,SYLPHY
NISSAN,CARAVAN GX,CARAVAN
NISSAN,LEAF ELECTRIC CAR / ZAA-ZEO,LEAF
NISSAN,KD-SKF2TN,VANETTE
NISSAN,X-TRAIL JEEP,X-TRAIL
NISSAN,DOUBLE CAB,DOUBLE CAB
NISSAN,BBAB13-SUNNY,SUNNY
NISSAN,LE-U71T FREEZER TRUC,CLIPPER
NISSAN,KB-SS28VN,VANETTE
NISSAN,TRAD SUNNY,SUNNY
NISSAN,KR-SKF2VN,VANETTE
NISSAN,PRESEA,PRESEA
NISSAN,URVAN E26,CARAVAN
NISSAN,GA15 SUNNY,SUNNY
NISSAN,KD-KRGE24,CARAVAN
NISSAN,S-VSB11 (WAGON),AD WAGON
NISSAN,ZAA -ZEO-LEAF,LEAF
NISSAN,TC-SK82MN,VANETTE
NISSAN,HBD-DR64V,CLIPPER
NISSAN,CBF-VRE25,CARAVAN
NISSAN,ZAA-AZE0 LEAF,LEAF
NISSAN,DX-VY10,AD WAGON
NISSAN,LEAF ELECTRIC,LEAF
NISSAN,U71V,CLIPPER
NISSAN,FB12-SUNNY,SUNNY
NISSAN,LDF-CWGE25-DX,CARAVAN
NISSAN,NV350 CARAVAN LDF-VW2E26,CARAVAN
NISSAN,B14 SUNNY,SUNNY
NISSAN,B13 SUNNY,SUNNY
NISSAN,E-FB12-SUNNY,SUNNY
NISSAN,LDF VWE25-CARAVAN DX,CARAVAN
NISSAN,LDF-VW6E26,CARAVAN
NISSAN,LDF-VW2E26,CARAVAN
NISSAN,EBD-U71V,CLIPPER
NISSAN,U-VRMGE 24,CARAVAN
NISSAN,LDF-VWE25,CARAVAN
NISSAN,LEAF ACCENTA,LEAF
NISSAN,VANETTE HALF BODY,VANETTE
NISSAN,DAA-HT32 X-TRAIL,X-TRAIL
NISSAN,VJGE 24 URVAN,CARAVAN
NISSAN,CBF-VR2E26 CARAVAN,CARAVAN
NISSAN,EBD-DR64V,CLIPPER
NISSAN,BLUE BIRD TA-FG10,BLUEBIRD
NISSAN,CBA-FG10,BLUEBIRD
NISSAN,U71T,CLIPPER
NISSAN,GBD-U71T,CLIPPER
NISSAN,CARAVAN NV 350,CARAVAN
NISSAN,LEAF X,LEAF
NISSAN,KG-SK22VN,VANETTE
NISSAN,ZZA-AZE0,LEAF
NISSAN,BCA3-SUNNY,SUNNY
NISSAN,DAA-HNT32,X-TRAIL
NISSAN,TEANA 250XL,TEANA
NISSAN,DBA-B21W DAYZ HIGHWAY STAR,DAYZ
NISSAN,TA-NT30 JEEP,X-TRAIL
NISSAN,GBD-U72V,CLIPPER
NISSAN,LEAF G,LEAF
NISSAN,GBD-U71T CLIPPER (FREEZER),CLIPPER
NISSAN,TA-FG10,BLUEBIRD
